Ticker,Date,Open,High,Low,Close,Volume
VEF,2015-12-22,14.1,14.1,10.1,10.1,5720500
VEF,2015-12-23,11.7,11.7,10.1,10.5,2766900
VEF,2015-12-24,12.0,12.0,10.6,10.6,1758000
VEF,2015-12-25,12.0,12.4,11.0,12.4,185200
VEF,2015-12-28,13.5,13.5,12.2,13.5,526100
VEF,2015-12-29,14.0,15.0,14.0,15.0,792300
VEF,2015-12-30,16.1,16.9,16.1,16.9,38500
VEF,2015-12-31,19.3,19.3,18.0,19.3,737200
VEF,2016-01-04,21.0,21.2,17.0,18.3,452100
VEF,2016-01-05,18.8,19.0,16.4,16.4,357500
VEF,2016-01-06,16.0,17.4,14.8,16.8,706000
VEF,2016-01-07,16.5,18.5,16.2,18.5,353000
VEF,2016-01-08,19.0,20.2,19.0,19.8,324200
VEF,2016-01-11,19.8,19.8,17.7,18.8,229200
VEF,2016-01-12,18.4,20.6,18.0,20.5,260600
VEF,2016-01-13,20.9,21.8,19.5,20.0,207500
VEF,2016-01-14,20.5,20.5,19.0,20.0,450900
VEF,2016-01-15,19.8,21.8,19.6,21.2,327600
VEF,2016-01-18,21.2,21.2,19.7,20.5,293400
VEF,2016-01-19,19.0,22.0,19.0,20.8,295300
VEF,2016-01-20,20.9,22.5,20.5,22.4,219100
VEF,2016-01-21,22.9,24.8,22.9,24.8,150700
VEF,2016-01-22,27.4,27.9,25.8,27.9,438000
VEF,2016-01-25,29.9,31.2,27.0,28.5,242200
VEF,2016-01-26,29.0,29.9,27.1,28.0,236400
VEF,2016-01-27,29.0,30.4,28.0,28.6,201400
VEF,2016-01-28,29.7,29.7,25.8,26.6,249000
VEF,2016-01-29,26.7,26.9,23.2,23.2,283200
VEF,2016-02-01,24.4,27.0,24.2,25.4,153600
VEF,2016-02-02,25.5,26.0,23.8,24.0,100700
VEF,2016-02-03,24.0,26.2,24.0,26.0,113600
VEF,2016-02-04,25.6,28.4,25.6,28.0,168910
VEF,2016-02-05,28.1,29.8,28.0,28.6,165900
VEF,2016-02-15,29.2,29.9,28.2,29.2,71500
VEF,2016-02-16,29.5,32.5,29.2,31.6,145900
VEF,2016-02-17,32.0,35.6,32.0,35.5,230300
VEF,2016-02-18,35.5,40.0,35.5,37.1,211300
VEF,2016-02-19,37.0,37.5,34.4,35.3,252400
VEF,2016-02-22,35.3,41.1,35.3,41.1,187700
VEF,2016-02-23,41.0,43.9,39.5,39.6,282700
VEF,2016-02-24,38.5,43.7,38.1,41.6,130720
VEF,2016-02-25,41.0,41.0,36.9,37.0,279000
VEF,2016-02-26,37.5,39.5,36.2,39.4,116000
VEF,2016-02-29,41.7,42.1,40.0,41.0,109640
VEF,2016-03-01,41.0,41.5,39.7,40.4,87200
VEF,2016-03-02,40.3,41.2,38.2,38.6,95000
VEF,2016-03-03,39.9,40.0,38.5,39.2,101120
VEF,2016-03-04,39.0,41.0,39.0,40.9,97500
VEF,2016-03-07,42.0,43.2,41.2,41.6,92000
VEF,2016-03-08,42.0,42.0,40.6,40.8,53530
VEF,2016-03-09,41.0,41.5,40.4,40.9,48000
VEF,2016-03-10,41.2,42.5,40.8,42.5,92660
VEF,2016-03-11,42.0,42.9,42.0,42.4,50410
VEF,2016-03-14,42.5,43.4,40.5,41.3,96200
VEF,2016-03-15,41.5,41.5,40.6,40.9,94350
VEF,2016-03-16,40.6,42.0,40.6,41.5,54400
VEF,2016-03-17,41.9,42.5,41.6,42.5,81700
VEF,2016-03-18,42.0,47.5,42.0,45.2,198350
VEF,2016-03-21,46.0,51.1,46.0,51.1,121080
VEF,2016-03-22,55.0,57.2,55.0,57.2,8700
VEF,2016-03-23,65.2,65.2,61.0,65.2,219670
VEF,2016-03-24,70.0,74.2,65.5,74.2,122790
VEF,2016-03-25,78.0,80.0,70.0,78.0,100040
VEF,2016-03-28,80.0,81.0,71.0,74.0,169930
VEF,2016-03-29,72.0,78.0,71.2,75.5,78969
VEF,2016-03-30,76.0,77.0,71.1,72.0,126400
VEF,2016-03-31,72.5,75.0,63.3,63.3,162500
VEF,2016-04-01,61.0,61.0,55.6,55.6,221250
VEF,2016-04-04,48.1,64.5,48.0,64.2,70120
VEF,2016-04-05,65.0,69.5,65.0,69.5,78300
VEF,2016-04-06,69.7,77.9,69.5,77.9,108420
VEF,2016-04-07,81.0,83.0,77.0,78.0,31150
VEF,2016-04-08,80.0,80.0,70.7,72.0,53121
VEF,2016-04-11,74.1,77.7,68.5,73.0,29519
VEF,2016-04-12,73.0,77.0,72.2,74.8,38920
VEF,2016-04-13,76.5,76.7,73.5,74.9,10510
VEF,2016-04-14,73.5,75.0,72.5,73.0,18600
VEF,2016-04-15,73.1,73.1,63.0,66.0,110700
VEF,2016-04-19,72.5,77.7,70.0,72.0,30600
VEF,2016-04-20,74.5,75.0,69.4,71.0,27400
VEF,2016-04-21,69.1,72.0,68.3,71.0,33600
VEF,2016-04-22,71.6,74.9,71.6,74.0,49600
VEF,2016-04-25,75.0,79.0,75.0,79.0,55610
VEF,2016-04-26,80.0,88.6,80.0,88.6,77161
VEF,2016-04-27,90.0,95.0,85.0,87.2,37835
VEF,2016-04-28,84.0,88.4,76.3,76.3,84800
VEF,2016-04-29,72.0,78.0,66.9,76.8,62100
VEF,2016-05-04,75.9,81.9,75.0,78.4,54700
VEF,2016-05-05,80.0,80.5,76.5,77.2,52305
VEF,2016-05-06,77.2,79.0,75.0,78.0,28200
VEF,2016-05-09,77.1,81.9,77.1,78.5,42150
VEF,2016-05-10,78.5,78.5,76.2,76.4,44100
VEF,2016-05-11,79.0,79.3,76.2,78.5,19100
VEF,2016-05-12,76.6,79.0,76.5,77.4,21100
VEF,2016-05-13,77.4,78.0,74.6,75.8,39239
VEF,2016-05-16,75.0,78.0,74.5,77.8,12100
VEF,2016-05-17,78.0,81.5,78.0,79.7,33920
VEF,2016-05-18,80.0,80.0,78.0,78.0,12089
