Ticker,Date,Open,High,Low,Close,Volume
C32,2010-11-22,4.2331,4.2331,4.2331,4.2331,5000
C32,2010-11-23,4.2331,4.2331,4.2331,4.2331,0
C32,2010-11-24,4.2331,4.2331,4.2331,4.2331,0
C32,2010-11-25,4.2331,4.2331,4.2331,4.2331,0
C32,2010-11-26,4.2331,4.2331,4.2331,4.2331,0
C32,2010-11-29,4.2331,4.2331,4.2331,4.2331,0
C32,2010-11-30,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-01,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-02,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-03,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-06,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-07,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-08,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-09,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-10,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-13,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-14,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-15,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-16,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-17,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-20,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-21,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-22,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-23,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-24,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-27,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-28,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-29,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-30,4.2331,4.2331,4.2331,4.2331,0
C32,2010-12-31,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-04,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-05,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-06,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-07,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-10,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-11,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-12,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-13,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-14,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-17,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-18,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-19,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-20,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-21,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-24,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-25,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-26,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-27,4.2331,4.2331,4.2331,4.2331,0
C32,2011-01-28,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-08,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-09,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-10,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-11,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-14,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-15,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-16,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-17,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-18,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-21,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-22,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-23,4.2331,4.2331,4.2331,4.2331,300
C32,2011-02-24,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-25,4.2331,4.2331,4.2331,4.2331,0
C32,2011-02-28,4.2331,4.2331,4.2331,4.2331,0
C32,2011-03-01,4.2331,4.2331,4.2331,4.2331,0
C32,2011-03-02,4.2331,4.2331,4.2331,4.2331,0
C32,2011-03-03,4.2331,4.2331,4.2331,4.2331,0
C32,2011-03-04,4.2331,4.2331,4.2331,4.2331,0
C32,2011-03-07,4.2331,4.2331,4.2331,4.2331,0
C32,2011-03-08,4.4095,4.4095,4.4095,4.4095,200
C32,2011-03-09,4.4095,4.4095,4.4095,4.4095,0
C32,2011-03-10,4.4095,4.4095,4.4095,4.4095,0
C32,2011-03-11,4.4095,4.4095,4.4095,4.4095,0
C32,2011-03-14,4.4095,4.4095,4.4095,4.4095,0
C32,2011-03-15,3.9862,3.9862,3.9862,3.9862,100
C32,2011-03-16,3.9862,3.9862,3.9862,3.9862,0
C32,2011-03-17,3.9862,3.9862,3.9862,3.9862,0
C32,2011-03-18,3.5982,4.0568,3.5982,4.0567,200
C32,2011-03-21,3.845,3.8451,3.845,3.8451,0
C32,2011-03-22,3.8451,3.8451,3.8451,3.8451,0
C32,2011-03-23,3.8451,3.8451,3.8451,3.8451,0
C32,2011-03-24,3.8451,3.8451,3.8451,3.8451,0
C32,2011-03-25,3.8451,3.8451,3.8451,3.8451,0
C32,2011-03-28,3.5276,3.5276,3.5276,3.5276,100
C32,2011-03-29,3.5276,3.5276,3.5276,3.5276,0
C32,2011-03-30,3.5276,3.5276,3.5276,3.5276,0
C32,2011-03-31,3.5276,3.5276,3.5276,3.5276,0
C32,2011-04-01,3.5276,3.5276,3.5276,3.5276,0
C32,2011-04-04,3.5276,3.5276,3.5276,3.5276,0
C32,2011-04-05,3.5276,3.5276,3.5276,3.5276,0
C32,2011-04-06,3.5276,3.5276,3.5276,3.5276,0
C32,2011-04-07,3.5276,3.5276,3.5276,3.5276,0
C32,2011-04-08,3.5276,3.5276,3.5276,3.5276,0
C32,2011-04-13,3.5276,3.5276,3.5276,3.5276,0
C32,2011-04-14,3.5276,3.5276,3.5276,3.5276,0
C32,2011-04-15,3.5276,3.5276,3.5276,3.5276,0
C32,2011-04-18,3.2454,3.2454,3.2454,3.2454,100
C32,2011-04-19,3.2454,3.2454,3.2454,3.2454,0
C32,2011-04-20,3.2454,3.2454,3.2454,3.2454,0
C32,2011-04-21,3.2454,3.2454,3.2454,3.2454,0
C32,2011-04-22,3.2454,3.2454,3.2454,3.2454,0
C32,2011-04-25,3.2454,3.2454,3.2454,3.2454,0
C32,2011-04-26,3.2454,3.2454,3.2454,3.2454,0
C32,2011-04-27,3.2454,3.2454,3.2454,3.2454,0
C32,2011-04-28,3.2454,3.2454,3.2454,3.2454,0
C32,2011-04-29,3.2454,3.2454,3.2454,3.2454,0
C32,2011-05-04,3.2454,3.2454,3.2454,3.2454,0
C32,2011-05-05,3.2454,3.2454,3.2454,3.2454,0
C32,2011-05-06,3.2454,3.2454,3.2454,3.2454,0
C32,2011-05-09,2.9279,2.9279,2.9279,2.9279,100
C32,2011-05-10,2.9279,2.9279,2.9279,2.9279,0
C32,2011-05-11,2.9279,2.9279,2.9279,2.9279,0
C32,2011-05-12,2.9279,2.9279,2.9279,2.9279,0
C32,2011-05-13,2.9279,2.9279,2.9279,2.9279,0
C32,2011-05-16,2.9279,2.9279,2.9279,2.9279,0
C32,2011-05-17,2.6457,2.6457,2.6457,2.6457,100
C32,2011-05-18,2.6457,2.6457,2.6457,2.6457,0
C32,2011-05-19,2.6457,2.6457,2.6457,2.6457,0
C32,2011-05-20,2.6457,2.6457,2.6457,2.6457,0
C32,2011-05-23,2.6457,2.6457,2.6457,2.6457,0
C32,2011-05-24,2.6457,2.6457,2.6457,2.6457,0
C32,2011-05-25,2.6457,2.6457,2.6457,2.6457,0
C32,2011-05-26,2.6457,2.6457,2.6457,2.6457,0
C32,2011-05-27,2.6457,2.6457,2.6457,2.6457,0
C32,2011-05-30,2.3988,2.3988,2.3988,2.3988,100
C32,2011-05-31,2.3988,2.3988,2.3988,2.3988,0
C32,2011-06-01,2.1871,2.1871,2.1871,2.1871,100
C32,2011-06-02,2.1871,2.1871,2.1871,2.1871,0
C32,2011-06-03,2.1871,2.1871,2.1871,2.1871,0
C32,2011-06-06,2.1871,2.1871,2.1871,2.1871,0
C32,2011-06-07,1.6580000000000001,1.6580000000000001,1.6580000000000001,1.6580000000000001,0
C32,2011-06-08,1.6580000000000001,1.6580000000000001,1.6580000000000001,1.6580000000000001,0
C32,2011-06-09,1.6580000000000001,1.6580000000000001,1.6580000000000001,1.6580000000000001,0
C32,2011-06-10,1.6580000000000001,1.6580000000000001,1.6580000000000001,1.6580000000000001,0
C32,2011-06-13,1.6580000000000001,1.6580000000000001,1.6580000000000001,1.6580000000000001,0
C32,2011-06-14,1.6580000000000001,1.6580000000000001,1.6580000000000001,1.6580000000000001,0
C32,2011-06-15,1.6580000000000001,1.6580000000000001,1.6580000000000001,1.6580000000000001,0
C32,2011-06-16,1.6580000000000001,1.6580000000000001,1.6580000000000001,1.6580000000000001,0
C32,2011-06-17,1.7991,1.7991,1.7991,1.7991,100
C32,2011-06-20,1.6227,1.6227,1.6227,1.6227,100
C32,2011-06-21,1.6227,1.6227,1.6227,1.6227,0
C32,2011-06-22,1.6227,1.6227,1.6227,1.6227,0
C32,2011-06-23,1.6227,1.6227,1.6227,1.6227,0
C32,2011-06-24,1.6227,1.6227,1.6227,1.6227,0
C32,2011-06-27,1.6227,1.6227,1.6227,1.6227,0
C32,2011-06-28,1.6227,1.6227,1.6227,1.6227,0
