Date,Open,High,Low,Close,Volume
2013-01-21,11.182,11.182,11.182,11.182,13200
2013-01-22,11.182,11.182,11.182,11.182,0
2013-01-23,11.182,11.182,11.182,11.182,0
2013-01-24,11.182,11.182,11.182,11.182,0
2013-01-25,11.182,11.182,11.182,11.182,0
2013-01-28,11.182,11.182,11.182,11.182,0
2013-01-29,11.182,11.182,11.182,11.182,0
2013-01-30,11.182,11.182,11.182,11.182,0
2013-01-31,11.182,11.182,11.182,11.182,0
2013-02-01,11.182,11.182,11.182,11.182,0
2013-02-04,11.182,11.182,11.182,11.182,0
2013-02-05,11.182,11.182,11.182,11.182,0
2013-02-06,11.182,11.182,11.182,11.182,0
2013-02-07,11.182,11.1825,11.182,11.1825,0
2013-02-08,11.1825,11.1825,11.1825,11.1825,0
2013-02-18,11.1825,11.1825,11.1825,11.1825,0
2013-02-19,11.1825,11.1825,11.1825,11.1825,0
2013-02-20,11.1825,11.1825,11.1825,11.1825,0
2013-02-21,11.1825,11.1825,11.1825,11.1825,0
2013-02-22,11.1825,11.1825,11.1825,11.1825,0
2013-02-25,11.1825,11.1825,11.1825,11.1825,0
2013-02-26,11.1825,11.1825,11.1825,11.1825,0
2013-02-27,11.1825,11.1825,11.1825,11.1825,0
2013-02-28,11.1825,11.1825,11.1825,11.1825,0
2013-03-01,11.1825,11.1825,11.1825,11.1825,0
2013-03-04,11.1825,11.1825,11.1825,11.1825,0
2013-03-05,11.1825,11.1825,11.1825,11.1825,0
2013-03-06,11.1825,11.1825,11.1825,11.1825,0
2013-03-07,11.1825,11.1825,11.1825,11.1825,0
2013-03-08,11.1825,11.1825,11.1825,11.1825,0
2013-03-11,11.1825,11.1825,11.1825,11.1825,0
2013-03-12,11.1825,11.1825,11.1825,11.1825,0
2013-03-13,11.1825,11.1825,11.1825,11.1825,0
2013-03-14,11.1825,11.1825,11.1825,11.1825,0
2013-03-15,11.1825,11.1825,11.1825,11.1825,0
2013-03-18,11.1825,11.1825,11.1825,11.1825,0
2013-03-19,11.1825,11.1825,11.1825,11.1825,0
2013-03-20,11.1825,11.1825,11.1825,11.1825,0
2013-03-21,11.1825,11.1825,11.1825,11.1825,0
2013-03-22,11.1825,11.1825,11.1825,11.1825,0
2013-03-25,11.1825,11.1825,11.1825,11.1825,0
2013-03-26,11.1825,11.1825,11.1825,11.1825,0
2013-03-27,11.1825,11.1825,11.1825,11.1825,0
2013-03-28,11.1825,11.1825,11.1825,11.1825,0
2013-03-29,11.1825,11.1825,11.1825,11.1825,0
2013-04-01,11.1825,11.1825,11.1825,11.1825,0
2013-04-02,11.1825,11.1825,11.1825,11.1825,0
2013-04-03,11.1825,11.1825,11.1825,11.1825,0
2013-04-04,11.1825,11.1825,11.1825,11.1825,0
2013-04-05,11.1825,11.1825,11.1825,11.1825,0
2013-04-08,11.1825,11.1825,11.1825,11.1825,0
2013-04-09,11.1825,11.1825,11.1825,11.1825,0
2013-04-10,11.1825,11.1825,11.1825,11.1825,0
2013-04-11,11.1825,11.1825,11.1825,11.1825,0
2013-04-12,11.1825,11.1825,11.1825,11.1825,0
2013-04-15,11.1825,11.1825,11.1825,11.1825,0
2013-04-16,11.1825,11.1825,11.1825,11.1825,0
2013-04-17,11.1825,11.1825,11.1825,11.1825,0
2013-04-18,11.1825,11.1825,11.1825,11.1825,0
2013-04-22,11.1825,11.1825,11.1825,11.1825,0
2013-04-23,11.1825,11.1825,11.1825,11.1825,0
2013-04-24,11.1825,11.1825,11.1825,11.1825,0
2013-04-25,11.1825,11.1825,11.1825,11.1825,0
2013-04-26,11.1825,11.1825,11.1825,11.1825,0
2013-05-02,11.1825,11.1825,11.1825,11.1825,0
2013-05-03,11.1825,11.1825,11.1825,11.1825,0
2013-05-06,11.1825,11.1825,11.1825,11.1825,0
2013-05-07,11.1825,11.1825,11.1825,11.1825,0
2013-05-08,11.1825,11.1825,11.1825,11.1825,0
2013-05-09,11.1825,11.1825,11.1825,11.1825,0
2013-05-10,11.1825,11.1825,11.1825,11.1825,0
2013-05-13,11.1825,11.1825,11.1825,11.1825,0
2013-05-14,11.1825,11.1825,11.1825,11.1825,0
2013-05-15,11.1825,11.1825,11.1825,11.1825,0
2013-05-16,11.1825,11.1825,11.1825,11.1825,0
2013-05-17,6.7373,6.7373,6.7373,6.7373,3000
2013-05-20,6.7373,6.7373,6.7373,6.7373,0
2013-05-21,6.7373,6.7373,6.7373,6.7373,0
2013-05-22,6.7373,6.7373,6.7373,6.7373,0
2013-05-23,6.7373,6.7373,6.7373,6.7373,0
2013-05-24,6.7373,6.7373,6.7373,6.7373,0
2013-05-27,6.7373,6.7373,6.7373,6.7373,0
2013-05-28,7.3624,7.3624,7.3624,7.3624,1000
2013-05-29,7.3624,7.3624,7.3624,7.3624,0
2013-05-30,8.057,8.057,8.0569,8.0569,100
2013-05-31,8.0569,8.0569,8.0569,8.0569,0
2013-06-03,8.0569,8.0569,8.0569,8.0569,0
2013-06-04,8.0569,8.0569,8.0569,8.0569,0
2013-06-05,8.0569,8.0569,8.0569,8.0569,0
2013-06-06,8.0569,8.0569,8.0569,8.0569,0
2013-06-07,8.0569,8.0569,8.0569,8.0569,0
2013-06-10,8.0569,8.0569,8.0569,8.0569,0
2013-06-11,8.0569,8.0569,8.0569,8.0569,0
