Ticker,Date,Open,High,Low,Close,Volume
SEA,2016-12-23,15.6727,15.6727,15.6727,15.6727,164300
SEA,2016-12-26,17.9398,17.9399,17.6441,17.9399,74100
SEA,2016-12-27,20.6013,20.6013,20.6013,20.6013,62200
SEA,2016-12-28,23.1641,23.4599,17.5456,17.5456,148920
SEA,2016-12-29,16.757,16.757,16.2642,16.2642,42560
SEA,2016-12-30,13.8985,15.7713,13.8985,14.4899,59516
SEA,2017-01-03,12.8142,14.9828,12.6171,13.307,36004
SEA,2017-01-04,13.997,14.1941,12.0256,12.6171,66500
SEA,2017-01-05,12.6171,14.49,12.3213,12.3213,197100
SEA,2017-01-06,13.307,14.2927,12.4199,13.2085,76800
SEA,2017-01-09,12.7156,13.7999,12.6171,13.0113,51200
SEA,2017-01-10,12.7156,13.2084,12.617,13.0113,94500
SEA,2017-01-11,12.8142,13.0113,12.5184,12.9128,44720
SEA,2017-01-12,12.9128,13.1099,12.6171,12.6171,75700
SEA,2017-01-13,12.8142,12.8142,12.0257,12.3213,143100
SEA,2017-01-16,12.2227,12.5184,11.8284,11.8285,69000
SEA,2017-01-17,12.0256,12.4199,11.6314,12.1242,79300
SEA,2017-01-18,12.0256,12.1242,11.6313,11.9271,57100
SEA,2017-01-19,11.73,12.42,11.6314,12.3213,36600
SEA,2017-01-20,12.3213,12.8142,11.7299,12.8142,83500
SEA,2017-01-23,12.2228,12.6171,12.0256,12.1242,32300
SEA,2017-01-24,11.9271,13.307,11.8285,12.8142,81500
SEA,2017-01-25,12.3213,13.3071,12.2228,13.1099,63200
SEA,2017-02-02,13.2085,13.997,12.617,12.6171,57610
SEA,2017-02-03,12.6171,12.7157,12.42,12.7156,91200
SEA,2017-02-06,13.5042,13.5042,12.5185,13.1099,61500
SEA,2017-02-07,13.2085,13.307,12.9128,13.2085,37100
SEA,2017-02-08,13.3071,13.3071,12.9128,13.1099,25400
SEA,2017-02-09,13.5042,14.2928,13.1099,14.2928,62000
SEA,2017-02-10,13.6028,13.7014,12.8142,13.7013,126000
SEA,2017-02-13,13.2084,13.6027,13.0113,13.5042,68900
SEA,2017-02-14,13.1099,13.6028,13.1099,13.307,68600
SEA,2017-02-15,13.4056,13.7013,13.4056,13.5042,68600
SEA,2017-02-16,13.3071,13.4056,13.3071,13.4056,41500
SEA,2017-02-17,13.307,13.307,13.1099,13.1099,65300
SEA,2017-02-20,13.307,13.5042,12.8142,13.5042,42110
SEA,2017-02-21,13.1099,13.5042,13.1099,13.4056,36000
SEA,2017-02-22,13.5042,13.7013,13.307,13.5042,22100
SEA,2017-02-23,13.1099,13.5042,11.6314,13.1099,95700
